"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Middle income","MIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1377790283381","41.7935167360444","42.6514130437759","43.3517879551192","44.437386661953","45.500734238083","46.5209393146418","47.6604275524389","48.9495133025451","50.5519617537731","51.9604956130632","53.4898492215052","55.2172396593105","56.7831524740336","58.7120182792317","60.5069882677208","62.2420996910567","64.3096533685711","66.2471664718159","68.0929125078021","69.8245895588534","",
"North Macedonia","MKD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.55","58.4","59.1","60.55","61.3","62.4","63.1","64.7","65.8","66.7","68.1","68.9","69.8","71","72.3","73.1","74.2","75.45","76.8","77.3","78.1","",
"Mali","MLI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.700000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.800000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","",
"Malta","MLT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Myanmar","MMR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","3.1","3.3","3.6","4.1","4.6","5.4","6.19999999999999","7.05","8.4","9.8","11.5","13.4","15.1","17.5","19.6","21.8","24","26.4","28.9","31.25","",
"Middle East & North Africa (excluding high income)","MNA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.0013702443966","88.2947864009949","89.5502368222802","90.6504547108825","91.5804858645815","92.3906442530237","93.0922297374403","93.6448295885493","94.0714890328607","94.4839426322374","94.7393146175784","95.0028188701596","95.1105568373674","95.1962556294089","95.3122675026921","95.3595273359246","95.4036435985255","95.4785761754889","95.4234510804246","95.4094217993872","95.3488000014935","",
"Montenegro","MNE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.35","67.4","67.3","66.9","66.6","66.3","65.2","64.8","64.2","63.3","63","62.6","61.9","61.7","61.45","61.4","61.5","61.7","61.8","62","62.4","",
"Mongolia","MNG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8","23.1","23.6","24.3","25.3","26","27.6","28.8","30.8","33","35.2","37","38.6","40.8","42.6","44.15","45.6","47.2","48.7","50.1","51.8","",
"Northern Mariana Islands","MNP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3","2.3","2.4","2.4","2.5","2.5","2.7","2.7","2.9","3.1","3.1","3.4","3.5","3.7","3.9","4.2","4.35","4.6","4.8","5.1","",
"Mauritania","MRT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6","31.4","33.2","34.5","36.1","37.7","38.7","39.8","40.9","41.3","41.8","42.6","42.7","43","43.1","43.1","43.3","43.2","43.3","43","42.6","",
"Mauritius","MUS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.6","94.1","94.7","95.05","95.5","95.8","96.1","96.3","96.5","96.7","96.8","96.9","97.1","97.1","97.25","97.2","97.1","97.1","97","96.9","96.8","",
"Malawi","MWI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2.1","2.1","2.1","2.2","2.3","2.3","2.4","2.45","2.5","2.5","2.4","2.3","2.2","2","1.8","1.6","1.3","1.2","1","",
"Malaysia","MYS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98.1","98.2","98.1","98.1","98.1","98","98","97.7","97.7","97.6","97.4","97.2","97.1","96.8","96.6","96.5","96.1","95.8","95.5","",
"North America","NAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Namibia","NAM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7","34","35","35.9","36.4","37.3","37.9","38.6","39.5","40.1","40.9","41.5","42.2","43","43.6","44.3","45.2","45.6","46","46.5","46.8","",
"New Caledonia","NCL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.900000000000001","1","1","1","1","1","1","1.1","1.1","1.1","1.3","1.3","1.4","1.5","1.6","1.7","1.8","1.9","2.1","2.3","2.4","",
"Nigeria","NGA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0.900000000000012","1","1","1","1.1","1.29999999999999","1.4","1.6","1.89999999999999","2.2","2.69999999999999","3.4","4.2","5.4","6.85","8.7","10.7","12.9","15","",
"Nicaragua","NIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","35","36","37","38.2","39.1","40.2","41.2","42.5","43.4","44.7","46","47.2","48.2","49.3","50.5","51.7","52.85","53.8","55.1","56.2","",
"Netherlands","NLD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Norway","NOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Nepal","NPL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.70000000000001","6.90000000000001","8.30000000000001","9.9","11.4","13.1","14.7","16.5","18.1","19.8","21.6","23.2","24.6","26.1","27.6","29","30.2","31.4","32.3","33.6","34.8","",
"Nauru","NRU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"New Zealand","NZL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"OECD members","OED","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2700715401773","97.3732839256855","97.4934265590166","97.574750803348","97.6447636882714","97.7222764252687","97.7466855564233","97.7858890024862","97.8190546258984","97.8275826220577","97.8444339581311","97.8456351060618","97.8418487836368","97.871301965526","97.8884380548013","97.9052649863283","97.9577118831694","97.9695189574392","97.9870727250174","98.0028871227076","98.0191845510087","",
"Oman","OMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Other small states","OSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.5377832756771","47.1667306018578","47.8558095274009","48.5736653653344","49.3390705556615","50.2368851914572","51.1707522944014","52.1562855807373","53.1846296546975","54.0704368570699","54.8548492262982","55.5075621665669","56.0478920799126","56.4919460705201","56.9050900289045","57.2548695143541","57.6093518043911","57.920116492267","58.2197666654562","58.4132934577537","58.6415419462415","",
"Pakistan","PAK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7","24.4","25.6","26.7","27.65","28.8","30.2","31.5","32.8","33.9","35.7","36.9","38.2","39.6","41","42.1","43.3","44.8","46.3","47.8","49.3","",
"Panama","PAN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80.9","81.6","82.5","83","83.7","84.1","84.9","85.4","85.9","86.4","86.9","87","87.1","87.6","87.5","87.7","87.9","87.6","87.6","87.6","",
"Peru","PER","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1","45.7","48.7","51.2","53.8","56.2","58.3","60.3","62.3","63.8","65.9","67.5","69.7","71.7","73.7","75.8","77.7","79.6","81.5","83.25","85.1","",
"Philippines","PHL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9","39.15","39.6","40.1","40.9","40.9","41.4","40.9","40.8","40.9","40.7","40.6","40.7","40.9","42","42.2","43.3","44.1","45.4","46.5","48","",
"Palau","PLW","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Papua New Guinea","PNG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.69999999999999","5.89999999999999","6.09999999999999","6.09999999999999","6.49999999999999","6.69999999999999","6.9","7.1","7.40000000000001","7.7","7.8","8.2","8.2","8.5","8.7","8.85","8.8","9","9.1","9.4","",
"Poland","POL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Pre-demographic dividend","PRE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.77055032524607","8.15680118630974","8.46093684656515","8.87835850748602","9.25553666638274","9.63620873038729","10.0889658212606","10.4864398664603","10.8357642398123","11.2316629432801","11.6549822112237","12.1467535606302","12.6296249480555","13.1783264137456","13.7240281362648","14.3190845471352","15.0063784242705","15.71120266812","16.415897014491","17.2269573896403","17.9554340025482","",
"Puerto Rico","PRI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.5","2.8","3","3.2","3.6","3.89999999999999","4.4","4.8","5.29999999999999","5.89999999999999","6.29999999999999","6.9","7.3","8.1","8.35","9","9.5","10.3","10.8","11.5","",
"Portugal","PRT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Paraguay","PRY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2","48.9","48.6","48.4","48.6","49.1","50.3","51.7","53.7","55.6","57.45","59.7","61.3","63.1","64.3","65.4","66.2","66.8","67.4","68","68.6","",
"West Bank and Gaza","PSE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0862471980192","21.2352952099529","21.3605318004019","21.5763559497973","21.8536718581984","22.0746680605521","22.5131557928727","22.8382805603747","23.2989482046894","23.7666544924471","24.2141338554054","24.8072930420446","25.367681248796","26.1791316517458","26.8008430605132","27.6366725470751","28.4808916212301","29.3090630420202","30.2403013884861","31.3159594089277","32.0205532476221","",
"Post-demographic dividend","PST","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7688171863967","98.8660227731459","98.9531947365996","99.0375352604502","99.0952249005964","99.1547438413812","99.2104771074304","99.2600411737489","99.2928701284054","99.3258001571299","99.3527140390268","99.3837716656875","99.4035797953313","99.4234758563137","99.4408714938513","99.4530547816871","99.4709597443131","99.5433900515856","99.5567249491176","99.5581417127661","99.5655659801647","",
"French Polynesia","PYF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Romania","ROU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.4","73.4","74.2","75.6","77","78","79.1","80.2","81.5","82.1","83.2","84.3","84.8","85.3","85.8","86.2","86.5","87.1","87.1","87.7","87.7","",
"Russian Federation","RUS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","99.9","99.8","99.7","99.6","99.4","99","98.7","98.2","97.7","97","96.1","95.3","94.4","93.5","92.3","91.2","90.3","89.2","87.8","86.3","",
"Rwanda","RWA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.4","0.5","0.600000000000001","0.900000000000001","1.1","1.4","1.9","2.4","",
"South Asia","SAS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5677605105414","21.5175520638695","22.6793070009028","23.7749765981383","25.011972795288","26.2069487265826","27.1547465033551","28.2017040140241","29.5673514789534","31.3392873315362","32.7424053600397","34.3912220787122","36.4875928962952","38.316117195912","41.0482614246195","43.8832941273689","46.5533939847425","50.1755590579577","53.4879894839586","56.8894377855045","60.2284790909446","",
"Saudi Arabia","SAU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Sudan","SDN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","9.5","11.2","13.4","15.5","17.9","21.3","24.15","26.6","29.7","32.5","35.6","38.95","40.95","43.3","45.4","47.9","49.8","51.3","53.6","54.7","",
"Senegal","SEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8","35.9","37","37.9","38.5","38.8","38.4","37.6","36.7","35.4","33.85","32.4","30.8","29.3","28.4","27.3","26.5","25.9","25.2","24.7","24.2","",
"Singapore","SGP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Solomon Islands","SLB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.7","8.6","8.6","8.5","8.4","8.3","8.2","8.2","8.2","8.1","8.2","8.2","8.2","8.4","8.4","8.6","8.6","8.9","9.2","9.1","",
"Sierra Leone","SLE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.600000000000001","0.650000000000001","0.700000000000001","0.800000000000001","",
"El Salvador","SLV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9","59.95","62","63.9","65.8","67.7","69.4","71.4","73.1","75.1","76.8","78.7","80.3","82.1","84","85.5","86.9","88.2","89.4","90.75","91.8","",
"San Marino","SMR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Somalia","SOM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.5","0.5","0.600000000000001","0.600000000000001","0.700000000000001","0.700000000000001","0.800000000000001","1","1.1","1.3","1.4","1.6","1.8","2","2.3","2.4","2.7","2.9","3.2","",
"Serbia","SRB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6","58.8","59.8","60.6","62","62.5","63.6","64.6","65.3","66.1","67.4","67.9","69.2","70.45","71.6","73","74.4","75.7","77.3","78.6","79.8","",
"Sub-Saharan Africa (excluding high income)","SSA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.88066127994425","9.15445457506479","9.40639429624313","9.7038243709383","9.99066145142693","10.3240977048911","10.7245194784077","11.113878510406","11.456723920299","11.8456906834417","12.2250166940211","12.6585874447915","13.0846348232642","13.5163431635962","13.9809191921249","14.4802497056459","15.1051813877234","15.7117241848253","16.3440418822548","17.0855526193824","17.7312089526383","",
"South Sudan","SSD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Sub-Saharan Africa","SSF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.89177250275093","9.1652559147282","9.4172132010524","9.71421014254974","10.0007070380176","10.3338883550897","10.7342078145535","11.1233156095707","11.4660797879821","11.854790958368","12.2340838200631","12.66713932412","13.092997764376","13.5245921485679","13.9890295687858","14.4882753235585","15.1130418757442","15.7194167455806","16.3515486719673","17.0928650231738","17.7383392485754","",
"Small states","SST","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1703887729524","52.8438322844959","53.5328009159344","54.2336408283465","54.9551329326557","55.7673383417171","56.5394439293898","57.3420003709469","58.1618807422659","58.8698080659562","59.4813088496542","60.0331751282435","60.4687833459754","60.8490879135635","61.1854657562348","61.4531617456119","61.7306232925163","61.9529294039263","62.1693706864474","62.3204852888352","62.4584163338793","",
"Sao Tome and Principe","STP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4","0.499999999999989","0.5","0.600000000000001","0.700000000000001","0.800000000000001","0.900000000000001","1.09999999999999","1.2","1.30000000000001","1.5","1.7","1.9","2.1","2.3","2.6","2.69999999999999","3","3.29999999999999","",
"Suriname","SUR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.9","78.85","79.8","80.9","82","82.8","83.5","84.6","85.3","86.3","87.1","88","89","89.8","90.6","91.2","92","92.7","93.3","93.9","94.5","",
"Slovak Republic","SVK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Slovenia","SVN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Sweden","SWE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Eswatini","SWZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","25.4","26.4","27.8","29.3","30.1","31.8","33.7","35.3","37.1","39.1","41","42.7","44.2","46.3","47.6","49.2","50.6","52.4","53.8","55.4","",
"Sint Maarten (Dutch part)","SXM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Syrian Arab Republic","SYR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6","98.7","98.9","98.8","98.9","98.9","98.9","98.9","98.8","98.7","98.6","98.4","98.4","98.2","98","97.9","97.6","97.6","97.2","97.3","96.9","",
"Turks and Caicos Islands","TCA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.8","2.5","2.5","2.45","2.4","2.4","2.3","2.3","2.5","2.6","2.8","2.9","3.3","3.7","4.1","4.6","5.1","5.5","6.10000000000001","6.79999999999999","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.0007475803943","36.5538549155741","37.4969864134538","38.1147399994536","39.6604587196365","41.1980928743775","42.8981667851366","44.8418419005989","46.9665032353089","49.608402359114","52.0610322264935","54.6646377226629","57.4169443389402","59.970750873634","62.7352461080937","65.0808575886174","67.3274409224794","69.7898745019804","72.0997393432328","74.0805717619718","75.8680638605184","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.162048673759","89.7166990303695","90.1658451257861","90.6444254338703","91.0746843436046","91.4470834229848","91.7232173364547","92.0006727107378","92.1915557953808","92.2994852713158","92.3750288854975","92.3361972060727","92.3059115115104","92.1890263200911","92.0649144261337","91.8228614271368","91.6150706613635","91.4597855833363","91.1602138335192","90.8031962597583","90.3539051390036","",
"Togo","TGO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.600000000000001","0.700000000000001","0.800000000000001","1","1.3","1.6","1.9","2.4","2.9","3.4","4","4.5","5.3","5.99999999999999","6.59999999999999","7.3","8","8.6","9.25","10.1","",
"Thailand","THA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9","58.6","61.1","63","64.6","66.4","68.2","69.6","71.1","72.6","73.6","74.7","75.9","77.1","77.9","78.9","80.1","80.8","81.7","82.7","83.6","",
